subject_id,experiment_name,hotspot_idx,current_hotspot_idx,realization_id,sequence_idx,score_type,sequence_length,score
33764.44,RANDOM,9712,590,89250,0,nrmsd_norm,5,0.34525508490963097
33764.44,RANDOM,9712,11716,89250,0,nrmsd_norm,6,0.24308462122836408
33764.44,RANDOM,9712,11779,89250,0,nrmsd_norm,7,0.16701676130163123
33764.44,RANDOM,9712,4924,89250,0,nrmsd_norm,8,0.18736479322502336
33764.44,RANDOM,9712,11725,89250,0,nrmsd_norm,9,0.1854651740451154
33764.44,RANDOM,9712,11725,89250,0,nrmsd_norm,10,0.21468831475866396
33764.44,RANDOM,9712,968,89250,0,nrmsd_norm,11,0.15786254173527547
33764.44,RANDOM,9712,2843,89250,0,nrmsd_norm,12,0.11960091018074363
33764.44,RANDOM,9712,2843,89250,0,nrmsd_norm,13,0.1883145534417918
33764.44,RANDOM,9712,2843,89250,0,nrmsd_norm,14,0.16479627932953578
33764.44,RANDOM,9712,2843,89250,0,nrmsd_norm,15,0.17926384081242921
33764.44,RANDOM,9712,2843,89250,0,nrmsd_norm,16,0.18349122703514428
33764.44,RANDOM,9712,9589,89250,0,nrmsd_norm,17,0.21500519736760992
33764.44,RANDOM,9712,9589,89250,0,nrmsd_norm,18,0.23814276933566825
33764.44,RANDOM,9712,10961,89250,0,nrmsd_norm,19,0.23507824144178874
33764.44,RANDOM,9712,10961,89250,0,nrmsd_norm,20,0.22210689192566224
33764.44,RANDOM,9712,10961,89250,0,nrmsd_norm,22,0.22281820458434157
33764.44,RANDOM,9712,9948,89250,0,nrmsd_norm,24,0.19085762582632904
33764.44,RANDOM,9712,9948,89250,0,nrmsd_norm,26,0.21928298992004824
33764.44,RANDOM,9712,12569,89250,0,nrmsd_norm,28,0.192630423951464
33764.44,RANDOM,9712,9948,89250,0,nrmsd_norm,30,0.18827023678594956
33764.44,RANDOM,9712,2440,89250,0,nrmsd_norm,32,0.19942141695094173
33764.44,RANDOM,9712,2440,89250,0,nrmsd_norm,34,0.2016662517276969
33764.44,RANDOM,9712,9228,89250,0,nrmsd_norm,36,0.21370416903566095
33764.44,RANDOM,9712,9228,89250,0,nrmsd_norm,38,0.21123777206987765
33764.44,RANDOM,9712,9228,89250,0,nrmsd_norm,40,0.19165809311799767
33764.44,RANDOM,9712,10999,89250,0,nrmsd_norm,42,0.19477012355232973
33764.44,RANDOM,9712,10999,89250,0,nrmsd_norm,44,0.20921621242836985
33764.44,RANDOM,9712,10999,89250,0,nrmsd_norm,46,0.2151042422072154
33764.44,RANDOM,9712,10999,89250,0,nrmsd_norm,48,0.20183953312478914
33764.44,RANDOM,9712,2440,89250,0,nrmsd_norm,50,0.20844513471069245
33764.44,RANDOM,9712,12364,89250,0,nrmsd_norm,55,0.21071923848306115
33764.44,RANDOM,9712,9714,89250,0,nrmsd_norm,60,0.20578258086932025
