subject_id,experiment_name,hotspot_idx,current_hotspot_idx,realization_id,sequence_idx,score_type,sequence_length,score
33764.44,RANDOM,5575,10443,89250,0,nrmsd_norm,5,0.6840993706560249
33764.44,RANDOM,5575,5525,89250,0,nrmsd_norm,6,0.6670116273383946
33764.44,RANDOM,5575,585,89250,0,nrmsd_norm,7,0.6335501789105218
33764.44,RANDOM,5575,1815,89250,0,nrmsd_norm,8,0.6169248085554633
33764.44,RANDOM,5575,11416,89250,0,nrmsd_norm,9,0.5162546777863813
33764.44,RANDOM,5575,11665,89250,0,nrmsd_norm,10,0.47859270548920085
33764.44,RANDOM,5575,10108,89250,0,nrmsd_norm,11,0.46009816642707513
33764.44,RANDOM,5575,10108,89250,0,nrmsd_norm,12,0.457091456953563
33764.44,RANDOM,5575,10108,89250,0,nrmsd_norm,13,0.4428818083314978
33764.44,RANDOM,5575,10108,89250,0,nrmsd_norm,14,0.4410505995661934
33764.44,RANDOM,5575,10108,89250,0,nrmsd_norm,15,0.43805866380273023
33764.44,RANDOM,5575,10108,89250,0,nrmsd_norm,16,0.44466244995929854
33764.44,RANDOM,5575,10108,89250,0,nrmsd_norm,17,0.4534167449516911
33764.44,RANDOM,5575,10108,89250,0,nrmsd_norm,18,0.4666148531258405
33764.44,RANDOM,5575,10108,89250,0,nrmsd_norm,19,0.4728311685157237
33764.44,RANDOM,5575,10108,89250,0,nrmsd_norm,20,0.47543159199478363
33764.44,RANDOM,5575,1825,89250,0,nrmsd_norm,22,0.46728681951910045
33764.44,RANDOM,5575,10108,89250,0,nrmsd_norm,24,0.45592856812289007
33764.44,RANDOM,5575,10108,89250,0,nrmsd_norm,26,0.4719486855261034
33764.44,RANDOM,5575,10273,89250,0,nrmsd_norm,28,0.441449592389712
33764.44,RANDOM,5575,5575,89250,0,nrmsd_norm,30,0.43279957913784206
33764.44,RANDOM,5575,3903,89250,0,nrmsd_norm,32,0.43689383845302
33764.44,RANDOM,5575,10317,89250,0,nrmsd_norm,34,0.4346685197810156
33764.44,RANDOM,5575,10317,89250,0,nrmsd_norm,36,0.42941685376795774
33764.44,RANDOM,5575,10317,89250,0,nrmsd_norm,38,0.4290093115960362
33764.44,RANDOM,5575,10317,89250,0,nrmsd_norm,40,0.4380622391676169
33764.44,RANDOM,5575,3903,89250,0,nrmsd_norm,42,0.42238256474320046
33764.44,RANDOM,5575,5581,89250,0,nrmsd_norm,44,0.42536107688129937
33764.44,RANDOM,5575,10317,89250,0,nrmsd_norm,46,0.4216189248048192
33764.44,RANDOM,5575,10317,89250,0,nrmsd_norm,48,0.41655355686330653
33764.44,RANDOM,5575,10317,89250,0,nrmsd_norm,50,0.4019815201701096
33764.44,RANDOM,5575,3903,89250,0,nrmsd_norm,55,0.3752608112016369
33764.44,RANDOM,5575,3903,89250,0,nrmsd_norm,60,0.35784261379139437
33764.44,RANDOM,5575,3903,89250,0,nrmsd_norm,65,0.36136970698095444
33764.44,RANDOM,5575,3903,89250,0,nrmsd_norm,70,0.3532017127438107
33764.44,RANDOM,5575,3903,89250,0,nrmsd_norm,75,0.36842938991256396
33764.44,RANDOM,5575,3903,89250,0,nrmsd_norm,80,0.3640360607579426
33764.44,RANDOM,5575,3903,89250,0,nrmsd_norm,85,0.36106788619420466
33764.44,RANDOM,5575,3903,89250,0,nrmsd_norm,90,0.35114616334975757
